id,customer_id,order_date,total_amount
2464,420,2025-11-15 00:00:00,671
2465,6265,2025-04-03 00:00:00,245
2466,6344,2025-08-08 00:00:00,141
2467,5611,2025-08-01 00:00:00,352
2468,7800,2025-01-26 00:00:00,515
2469,1491,2025-01-29 00:00:00,223
2470,6316,2025-12-15 00:00:00,612
2471,1597,2025-11-06 00:00:00,377
2472,4563,2025-01-10 00:00:00,633
2473,9598,2025-05-13 00:00:00,970
2474,8809,2025-03-12 00:00:00,779
2475,9345,2025-04-18 00:00:00,996
2476,5424,2025-11-08 00:00:00,761
2477,5553,2025-11-05 00:00:00,598
2478,6864,2025-07-29 00:00:00,938
2479,1737,2025-07-13 00:00:00,918
2480,5643,2026-03-30 00:00:00,204
2481,4984,2025-02-22 00:00:00,594
2482,3400,2026-03-22 00:00:00,329
2483,449,2025-10-29 00:00:00,646
2484,7133,2025-11-28 00:00:00,108
2485,6078,2025-08-05 00:00:00,730
2486,1664,2025-06-28 00:00:00,751
2487,9240,2026-03-10 00:00:00,357
2488,6402,2025-09-03 00:00:00,839
2489,6910,2026-02-20 00:00:00,705
2490,1685,2025-10-01 00:00:00,1065
2491,5520,2026-03-18 00:00:00,754
2492,5952,2025-09-27 00:00:00,853
2493,6632,2025-05-31 00:00:00,927
2494,4320,2025-10-17 00:00:00,141
2495,2803,2025-03-23 00:00:00,932
2496,4057,2025-06-20 00:00:00,294
2497,5226,2026-02-02 00:00:00,1044
2498,5104,2025-07-15 00:00:00,316
2499,4602,2025-10-26 00:00:00,1078
2500,6653,2026-03-03 00:00:00,372
2501,7745,2025-10-14 00:00:00,493
2502,9813,2025-11-14 00:00:00,959
2503,1096,2025-08-29 00:00:00,297
2504,1241,2025-10-18 00:00:00,916
2505,4834,2025-04-17 00:00:00,1056
2506,219,2026-03-20 00:00:00,802
2507,728,2026-01-11 00:00:00,352
2508,9298,2025-01-04 00:00:00,728
2509,1254,2026-01-22 00:00:00,690
2510,5929,2025-08-31 00:00:00,284
2511,8116,2025-04-10 00:00:00,906
2512,9019,2025-10-30 00:00:00,773
2513,7133,2025-03-27 00:00:00,423
2514,3396,2026-03-08 00:00:00,525
2515,9812,2025-06-02 00:00:00,862
2516,7551,2025-12-19 00:00:00,717
2517,8424,2025-05-08 00:00:00,476
2518,766,2025-11-16 00:00:00,503
2519,5256,2025-09-30 00:00:00,934
2520,5950,2025-05-08 00:00:00,546
2521,2171,2025-11-10 00:00:00,426
2522,2887,2025-05-30 00:00:00,121
2523,4674,2025-09-14 00:00:00,764
2524,7558,2025-04-03 00:00:00,616
2525,1231,2025-06-29 00:00:00,297
2526,9927,2026-02-17 00:00:00,105
2527,9329,2025-01-02 00:00:00,831
2528,5811,2025-11-17 00:00:00,434
2529,5085,2025-12-09 00:00:00,305
2530,2761,2025-06-09 00:00:00,1052
2531,7650,2025-11-09 00:00:00,640
2532,2294,2026-02-25 00:00:00,763
2533,1787,2025-03-25 00:00:00,272
2534,3998,2025-02-27 00:00:00,943
2535,284,2026-02-19 00:00:00,159
2536,1564,2025-09-30 00:00:00,782
2537,8200,2025-06-17 00:00:00,953
2538,6650,2025-10-08 00:00:00,154
2539,3807,2025-09-06 00:00:00,858
2540,9146,2025-04-24 00:00:00,931
2541,4479,2026-01-20 00:00:00,769
2542,9514,2025-11-01 00:00:00,833
2543,5734,2025-07-15 00:00:00,331
2544,9032,2026-03-24 00:00:00,225
2545,3384,2026-01-19 00:00:00,631
2546,8046,2025-03-06 00:00:00,416
2547,1746,2025-07-29 00:00:00,1083
2548,7656,2025-04-17 00:00:00,968
2549,2423,2026-01-01 00:00:00,234
2550,9948,2025-06-28 00:00:00,466
2551,7092,2025-11-04 00:00:00,125
2552,9954,2025-06-06 00:00:00,1045
2553,50,2025-04-30 00:00:00,282
2554,2431,2025-09-11 00:00:00,735
2555,4385,2026-03-02 00:00:00,1091
2556,9632,2025-01-23 00:00:00,519
2557,8698,2025-12-18 00:00:00,285
2558,2307,2025-01-10 00:00:00,589
2559,9568,2026-03-13 00:00:00,573
2560,2379,2025-04-24 00:00:00,752
2561,4324,2025-05-26 00:00:00,890
2562,6981,2025-10-02 00:00:00,1015
2563,9412,2026-02-12 00:00:00,748
2564,3430,2025-07-25 00:00:00,688
2565,5294,2025-03-13 00:00:00,150
2566,7676,2026-02-12 00:00:00,142
2567,6224,2025-10-06 00:00:00,609
2568,8084,2026-02-07 00:00:00,318
2569,5641,2025-06-15 00:00:00,603
2570,4919,2025-01-09 00:00:00,960
2571,7800,2025-05-19 00:00:00,718
2572,1250,2025-07-14 00:00:00,377
2573,3711,2025-12-20 00:00:00,348
2574,3637,2025-01-22 00:00:00,867
2575,1545,2026-03-22 00:00:00,1032
2576,431,2025-06-02 00:00:00,638
2577,719,2025-09-26 00:00:00,482
2578,5761,2025-01-01 00:00:00,795
2579,6885,2026-02-18 00:00:00,629
2580,8736,2025-11-02 00:00:00,675
2581,2349,2025-04-29 00:00:00,410
2582,8375,2025-07-05 00:00:00,219
2583,1998,2025-08-04 00:00:00,297
2584,6740,2026-02-08 00:00:00,288
2585,4735,2025-04-29 00:00:00,675
2586,4357,2025-04-20 00:00:00,207
2587,7095,2025-10-12 00:00:00,462
2588,7530,2025-08-16 00:00:00,897
2589,3398,2026-03-24 00:00:00,355
2590,1697,2025-08-25 00:00:00,405
2591,5938,2025-09-20 00:00:00,774
2592,1529,2025-10-03 00:00:00,283
2593,4557,2025-04-21 00:00:00,206
2594,4097,2025-05-26 00:00:00,352
2595,4743,2025-06-05 00:00:00,1031
2596,678,2026-02-03 00:00:00,262
2597,210,2025-12-19 00:00:00,463
2598,136,2025-05-07 00:00:00,882
2599,6653,2026-01-29 00:00:00,428
2600,3656,2025-05-26 00:00:00,740
2601,7717,2026-01-01 00:00:00,571
2602,3932,2025-10-24 00:00:00,267
2603,6092,2025-04-03 00:00:00,298
2604,4301,2025-09-28 00:00:00,1058
2605,2520,2026-02-24 00:00:00,641
2606,1624,2025-08-22 00:00:00,1034
2607,6379,2025-05-27 00:00:00,832
2608,6721,2025-02-12 00:00:00,594
2609,9429,2025-10-05 00:00:00,815
2610,4086,2025-06-09 00:00:00,768
2611,9452,2025-06-22 00:00:00,233
2612,2494,2025-04-13 00:00:00,497
2613,1894,2026-01-18 00:00:00,1017
2614,1635,2025-02-20 00:00:00,615
2615,7583,2025-03-19 00:00:00,928
2616,6762,2025-10-01 00:00:00,1036
2617,8218,2025-09-28 00:00:00,806
2618,8292,2025-07-18 00:00:00,1052
2619,3368,2025-10-25 00:00:00,300
2620,5384,2026-02-15 00:00:00,108
2621,3716,2025-09-30 00:00:00,730
2622,8854,2025-01-03 00:00:00,805
2623,4560,2026-03-06 00:00:00,709
2624,7863,2026-01-20 00:00:00,911
2625,8760,2025-03-28 00:00:00,453
2626,2999,2026-03-02 00:00:00,937
2627,4813,2025-03-18 00:00:00,439
2628,7879,2026-01-01 00:00:00,1038
2629,5019,2026-02-23 00:00:00,1014
2630,9513,2025-06-29 00:00:00,546
2631,2673,2025-06-30 00:00:00,1009
2632,2424,2026-01-11 00:00:00,363
2633,479,2025-07-07 00:00:00,690
2634,7976,2026-02-04 00:00:00,1056
2635,61,2026-02-04 00:00:00,499
2636,7925,2025-09-20 00:00:00,904
2637,9743,2025-09-28 00:00:00,205
2638,228,2025-03-05 00:00:00,960
2639,6164,2025-09-14 00:00:00,477
2640,4731,2025-04-25 00:00:00,667
2641,4128,2025-07-08 00:00:00,763
2642,4117,2025-06-23 00:00:00,732
2643,976,2025-10-29 00:00:00,388
2644,3551,2025-08-30 00:00:00,676
2645,615,2025-10-15 00:00:00,803
2646,3769,2025-10-01 00:00:00,626
2647,8790,2025-11-11 00:00:00,893
2648,6697,2026-03-27 00:00:00,908
2649,6177,2025-06-25 00:00:00,546
2650,682,2025-03-18 00:00:00,252
2651,7378,2025-03-04 00:00:00,786
2652,2830,2026-01-25 00:00:00,201
2653,2342,2025-10-22 00:00:00,723
2654,8741,2025-01-12 00:00:00,694
2655,8231,2025-10-28 00:00:00,466
2656,1347,2025-02-05 00:00:00,353
2657,2597,2025-01-20 00:00:00,584
2658,9987,2025-12-20 00:00:00,613
2659,6805,2025-05-09 00:00:00,1061
2660,7387,2025-01-02 00:00:00,263
2661,696,2025-12-28 00:00:00,830
2662,8678,2025-06-17 00:00:00,807
2663,8454,2025-05-26 00:00:00,294
2664,22,2025-07-27 00:00:00,344
2665,4344,2025-06-16 00:00:00,463
2666,2122,2025-08-09 00:00:00,941
2667,5205,2025-05-08 00:00:00,684
2668,3604,2025-12-28 00:00:00,211
2669,3044,2025-10-09 00:00:00,814
2670,2424,2025-03-06 00:00:00,530
2671,1673,2025-08-15 00:00:00,357
2672,4729,2025-03-19 00:00:00,1012
2673,3567,2025-03-16 00:00:00,393
2674,6654,2026-02-26 00:00:00,989
2675,3376,2025-01-02 00:00:00,808
2676,8217,2025-04-11 00:00:00,371
2677,5752,2025-07-15 00:00:00,841
2678,3160,2025-07-21 00:00:00,708
2679,9576,2026-02-16 00:00:00,962
2680,8431,2026-02-05 00:00:00,600
2681,2462,2025-06-26 00:00:00,513
2682,8470,2025-04-05 00:00:00,915
2683,3613,2025-12-24 00:00:00,1090
2684,1331,2025-08-19 00:00:00,985
2685,5136,2025-08-14 00:00:00,365
2686,2374,2025-05-05 00:00:00,233
2687,9789,2026-02-12 00:00:00,343
2688,3563,2025-07-26 00:00:00,988
2689,60,2026-02-28 00:00:00,171
2690,8627,2025-08-21 00:00:00,438
2691,6207,2025-11-18 00:00:00,820
2692,1120,2026-03-04 00:00:00,319
2693,7959,2025-05-27 00:00:00,1013
2694,3312,2026-02-27 00:00:00,837
2695,752,2025-08-04 00:00:00,302
2696,253,2025-07-26 00:00:00,294
2697,5356,2025-08-24 00:00:00,1067
2698,1612,2026-02-12 00:00:00,828
2699,7429,2026-02-20 00:00:00,867
2700,1341,2025-05-04 00:00:00,442
2701,227,2026-01-26 00:00:00,654
2702,7352,2025-01-09 00:00:00,731
2703,9346,2025-04-15 00:00:00,533
2704,7401,2025-08-24 00:00:00,757
2705,9075,2025-10-30 00:00:00,890
2706,3598,2025-04-16 00:00:00,415
2707,493,2025-03-18 00:00:00,563
2708,8097,2025-03-10 00:00:00,111
2709,1235,2025-06-10 00:00:00,208
2710,54,2025-05-24 00:00:00,862
2711,2670,2025-04-24 00:00:00,346
2712,738,2025-12-19 00:00:00,1042
2713,1199,2026-03-21 00:00:00,613
2714,2028,2025-12-10 00:00:00,623
2715,3958,2025-04-02 00:00:00,1049
2716,5079,2025-02-24 00:00:00,184
2717,2077,2025-11-23 00:00:00,890
2718,53,2025-09-09 00:00:00,389
2719,1451,2025-06-16 00:00:00,386
2720,4193,2026-03-12 00:00:00,1042
2721,1169,2025-05-20 00:00:00,508
2722,7178,2026-03-05 00:00:00,165
2723,123,2025-01-30 00:00:00,355
2724,1341,2025-06-11 00:00:00,190
2725,4917,2025-05-16 00:00:00,713
2726,9813,2025-09-20 00:00:00,819
2727,2326,2025-06-09 00:00:00,1094
2728,2062,2026-01-29 00:00:00,633
2729,6347,2025-06-07 00:00:00,480
2730,4231,2025-02-04 00:00:00,239
2731,6367,2025-07-09 00:00:00,244
2732,291,2026-02-10 00:00:00,459
2733,325,2025-08-28 00:00:00,586
2734,3495,2025-12-01 00:00:00,859
2735,1710,2025-09-27 00:00:00,793
2736,5771,2025-01-06 00:00:00,874
2737,4833,2025-09-28 00:00:00,911
2738,2655,2025-09-24 00:00:00,884
2739,1899,2026-02-14 00:00:00,1075
2740,7817,2026-03-02 00:00:00,674
2741,5807,2025-01-08 00:00:00,958
2742,351,2025-02-16 00:00:00,528
2743,5170,2025-01-15 00:00:00,603
2744,4318,2025-05-11 00:00:00,985
2745,8102,2025-12-23 00:00:00,549
2746,1417,2025-07-06 00:00:00,1049
2747,5750,2026-01-20 00:00:00,506
2748,6518,2026-03-12 00:00:00,993
2749,4661,2025-02-23 00:00:00,705
2750,2368,2025-06-20 00:00:00,872
2751,5266,2025-10-05 00:00:00,315
2752,1351,2025-06-02 00:00:00,382
2753,2962,2025-09-08 00:00:00,885
2754,4755,2025-12-08 00:00:00,1060
2755,9896,2025-12-11 00:00:00,913
2756,3005,2026-03-27 00:00:00,471
2757,3949,2025-12-19 00:00:00,1094
2758,4927,2025-01-24 00:00:00,648
2759,8450,2025-07-26 00:00:00,693
2760,9313,2026-02-27 00:00:00,784
2761,4846,2025-01-21 00:00:00,280
2762,6772,2025-12-23 00:00:00,624
2763,7765,2026-01-05 00:00:00,853
2764,7821,2025-04-15 00:00:00,729
2765,3285,2025-04-06 00:00:00,577
2766,9767,2025-11-01 00:00:00,550
2767,1870,2025-07-21 00:00:00,1022
2768,9921,2025-03-26 00:00:00,628
2769,8347,2025-03-16 00:00:00,168
2770,5449,2025-01-22 00:00:00,616
2771,6995,2026-03-01 00:00:00,872
2772,9460,2025-06-27 00:00:00,575
2773,696,2026-02-21 00:00:00,913
2774,2178,2025-05-25 00:00:00,122
2775,9005,2025-05-12 00:00:00,686
2776,5276,2026-02-08 00:00:00,402
2777,7167,2025-03-22 00:00:00,1002
2778,2806,2025-07-04 00:00:00,728
2779,365,2026-01-24 00:00:00,798
2780,4485,2025-07-07 00:00:00,551
2781,5030,2025-07-11 00:00:00,976
2782,1388,2025-08-09 00:00:00,421
2783,3261,2025-07-03 00:00:00,502
2784,8316,2025-01-05 00:00:00,910
2785,5281,2025-07-28 00:00:00,933
2786,8260,2025-05-11 00:00:00,187
2787,2394,2025-05-02 00:00:00,751
2788,8969,2026-01-17 00:00:00,1086
2789,4811,2025-08-25 00:00:00,497
2790,471,2025-11-21 00:00:00,651
2791,2683,2026-01-23 00:00:00,408
2792,392,2025-05-17 00:00:00,663
2793,3746,2025-07-05 00:00:00,792
2794,6701,2025-06-14 00:00:00,614
2795,1256,2025-06-26 00:00:00,673
2796,4384,2025-09-07 00:00:00,878
2797,8946,2025-07-26 00:00:00,949
2798,5312,2025-05-28 00:00:00,909
2799,2840,2025-03-30 00:00:00,698
2800,6092,2025-12-30 00:00:00,1057
2801,8456,2026-02-17 00:00:00,751
2802,567,2026-03-30 00:00:00,245
2803,9362,2025-05-13 00:00:00,479
2804,2720,2026-01-30 00:00:00,211
2805,6455,2025-10-06 00:00:00,562
2806,4703,2025-02-08 00:00:00,388
2807,7662,2026-02-08 00:00:00,327
2808,9584,2025-10-30 00:00:00,548
2809,1485,2025-09-06 00:00:00,570
2810,4283,2025-12-03 00:00:00,207
2811,7469,2025-11-19 00:00:00,1001
2812,4685,2026-03-16 00:00:00,538
2813,6182,2025-06-07 00:00:00,296
2814,6718,2026-03-22 00:00:00,722
2815,4217,2025-10-09 00:00:00,704
2816,2849,2025-04-23 00:00:00,768
2817,8744,2025-04-28 00:00:00,883
2818,3761,2025-11-23 00:00:00,664
2819,7802,2026-01-17 00:00:00,449
2820,8089,2025-02-18 00:00:00,1088
2821,1457,2025-12-16 00:00:00,1011
2822,8930,2025-08-21 00:00:00,325
2823,3556,2025-04-09 00:00:00,596
2824,9621,2025-05-04 00:00:00,809
2825,2106,2025-06-21 00:00:00,414
2826,9741,2026-01-23 00:00:00,418
2827,3666,2025-10-06 00:00:00,543
2828,4288,2025-06-21 00:00:00,344
2829,3765,2025-06-21 00:00:00,942
2830,7195,2025-07-24 00:00:00,1051
2831,3655,2025-12-16 00:00:00,275
2832,2381,2026-03-13 00:00:00,571
2833,8445,2025-03-21 00:00:00,990
2834,3655,2026-01-08 00:00:00,929
2835,844,2025-09-11 00:00:00,727
2836,8233,2026-03-12 00:00:00,302
2837,1263,2025-02-21 00:00:00,663
2838,9680,2026-02-27 00:00:00,381
2839,9383,2025-05-11 00:00:00,275
2840,6359,2025-09-03 00:00:00,485
2841,5489,2025-11-28 00:00:00,896
2842,413,2025-10-28 00:00:00,288
2843,2393,2025-05-20 00:00:00,428
2844,6664,2025-05-19 00:00:00,153
2845,5006,2025-12-25 00:00:00,435
2846,7302,2025-08-29 00:00:00,1065
2847,3817,2025-09-19 00:00:00,842
2848,7462,2025-01-26 00:00:00,1003
2849,3086,2025-10-11 00:00:00,314
2850,4126,2025-12-28 00:00:00,150
2851,5670,2025-01-08 00:00:00,697
2852,8199,2025-10-26 00:00:00,166
2853,8321,2026-03-10 00:00:00,925
2854,6110,2025-12-21 00:00:00,465
2855,4348,2025-10-03 00:00:00,865
2856,2259,2025-10-21 00:00:00,382
2857,3297,2026-01-03 00:00:00,678
2858,4437,2025-04-23 00:00:00,756
2859,6739,2025-09-18 00:00:00,205
2860,1487,2025-12-24 00:00:00,470
2861,1480,2025-02-06 00:00:00,837
2862,1595,2025-03-06 00:00:00,990
2863,8671,2025-07-24 00:00:00,685
2864,8550,2026-03-21 00:00:00,1060
2865,3354,2025-06-03 00:00:00,482
2866,1859,2025-09-16 00:00:00,486
2867,2646,2025-01-18 00:00:00,159
2868,7687,2025-09-12 00:00:00,122
2869,1142,2025-11-17 00:00:00,1078
2870,2044,2025-03-04 00:00:00,437
2871,2589,2025-05-17 00:00:00,501
2872,6837,2026-03-07 00:00:00,661
2873,1782,2025-11-14 00:00:00,758
2874,8548,2026-01-20 00:00:00,996
2875,6918,2025-07-13 00:00:00,503
2876,7280,2025-10-24 00:00:00,1098
2877,1469,2025-12-24 00:00:00,990
2878,6588,2025-05-22 00:00:00,897
2879,5818,2025-05-03 00:00:00,716
2880,4487,2025-01-24 00:00:00,342
2881,8750,2025-02-28 00:00:00,766
2882,3819,2025-10-14 00:00:00,928
2883,4052,2026-01-15 00:00:00,223
2884,7676,2025-07-04 00:00:00,421
2885,3113,2025-07-01 00:00:00,163
2886,124,2025-01-21 00:00:00,256
2887,5680,2026-03-19 00:00:00,314
2888,4069,2025-09-18 00:00:00,1032
2889,1630,2025-01-09 00:00:00,944
2890,2333,2025-09-18 00:00:00,143
2891,686,2025-10-19 00:00:00,281
2892,854,2025-04-11 00:00:00,601
2893,1917,2025-09-05 00:00:00,639
2894,7558,2025-09-13 00:00:00,257
2895,5674,2025-03-16 00:00:00,902
2896,9514,2025-01-02 00:00:00,945
2897,4910,2026-02-04 00:00:00,895
2898,130,2025-11-14 00:00:00,956
2899,8381,2025-10-11 00:00:00,914
2900,3731,2025-03-14 00:00:00,1025
2901,4603,2026-01-20 00:00:00,1075
2902,6632,2026-02-01 00:00:00,710
2903,5116,2025-08-11 00:00:00,618
2904,8956,2026-03-05 00:00:00,842
2905,6141,2026-03-30 00:00:00,196
2906,4236,2025-02-02 00:00:00,1097
2907,9679,2025-08-08 00:00:00,283
2908,7817,2025-05-13 00:00:00,409
2909,3950,2025-02-20 00:00:00,942
2910,583,2025-12-27 00:00:00,730
2911,4012,2025-04-07 00:00:00,926
2912,6902,2025-10-06 00:00:00,719
2913,3828,2025-03-12 00:00:00,964
2914,9441,2025-05-03 00:00:00,267
2915,6412,2025-02-09 00:00:00,558
2916,6080,2025-07-27 00:00:00,579
2917,4171,2025-12-14 00:00:00,503
2918,5221,2025-01-26 00:00:00,157
2919,4591,2025-03-20 00:00:00,660
2920,1421,2025-02-11 00:00:00,1055
2921,794,2026-01-26 00:00:00,1047
2922,9227,2025-10-26 00:00:00,408
2923,8301,2025-09-24 00:00:00,530
2924,9945,2025-04-16 00:00:00,364
2925,6252,2025-09-07 00:00:00,227
2926,6946,2025-06-14 00:00:00,782
2927,6861,2025-12-13 00:00:00,352
2928,4195,2025-09-08 00:00:00,985
2929,5481,2025-02-24 00:00:00,285
2930,4073,2025-02-22 00:00:00,284
2931,8436,2026-01-28 00:00:00,218
2932,1945,2025-10-17 00:00:00,170
2933,6499,2025-02-24 00:00:00,614
2934,2679,2025-08-02 00:00:00,363
2935,1221,2026-02-11 00:00:00,1065
2936,6405,2026-01-30 00:00:00,722
2937,4881,2025-08-15 00:00:00,847
2938,3497,2025-03-26 00:00:00,622
2939,3936,2026-01-24 00:00:00,780
2940,7350,2025-11-20 00:00:00,731
2941,2788,2025-03-21 00:00:00,1058
2942,4172,2025-01-12 00:00:00,1027
2943,9417,2025-03-04 00:00:00,407
2944,9212,2025-06-06 00:00:00,621
2945,3490,2025-07-02 00:00:00,1077
2946,1609,2025-12-02 00:00:00,885
2947,4316,2025-02-08 00:00:00,814
2948,2943,2026-03-30 00:00:00,615
2949,5720,2026-01-27 00:00:00,355
2950,4559,2025-10-16 00:00:00,385
2951,6212,2025-08-19 00:00:00,638
2952,9603,2025-02-16 00:00:00,271
2953,5357,2025-09-06 00:00:00,540
2954,2310,2026-03-16 00:00:00,889
2955,7363,2025-03-01 00:00:00,686
2956,2656,2025-04-28 00:00:00,185
2957,5180,2026-03-03 00:00:00,435
2958,436,2025-12-07 00:00:00,261
2959,6373,2025-11-06 00:00:00,138
2960,1145,2026-03-14 00:00:00,253
2961,5079,2026-03-05 00:00:00,257
2962,4199,2025-03-01 00:00:00,287
2963,6737,2025-05-08 00:00:00,578
2964,3188,2025-09-18 00:00:00,670
2965,1222,2025-12-29 00:00:00,503
2966,3855,2025-12-16 00:00:00,751
2967,6441,2025-04-12 00:00:00,889
2968,3430,2025-09-10 00:00:00,574
2969,8577,2025-05-09 00:00:00,971
2970,7230,2026-02-06 00:00:00,724
2971,5576,2026-03-30 00:00:00,247
2972,2458,2025-08-05 00:00:00,1026
2973,2058,2026-02-24 00:00:00,617
2974,854,2025-09-21 00:00:00,867
2975,1234,2025-12-22 00:00:00,888
2976,4610,2025-08-29 00:00:00,750
2977,3773,2025-06-10 00:00:00,586
2978,5657,2025-02-24 00:00:00,467
2979,3171,2026-01-02 00:00:00,746
2980,9424,2025-09-28 00:00:00,652
2981,627,2025-09-08 00:00:00,522
2982,9791,2025-01-12 00:00:00,161
2983,6047,2025-08-03 00:00:00,849
2984,907,2025-09-12 00:00:00,405
2985,2450,2025-08-23 00:00:00,137
2986,3487,2025-06-24 00:00:00,301
2987,8794,2025-07-15 00:00:00,775
2988,371,2025-08-28 00:00:00,402
2989,9906,2025-10-01 00:00:00,359
2990,8036,2025-10-30 00:00:00,649
2991,6897,2025-06-20 00:00:00,233
2992,2378,2025-12-27 00:00:00,895
2993,4168,2025-04-25 00:00:00,640
2994,8404,2026-03-12 00:00:00,1020
2995,8133,2025-06-11 00:00:00,799
2996,37,2026-01-04 00:00:00,1099
2997,4029,2026-01-11 00:00:00,256
2998,2986,2025-01-23 00:00:00,1031
2999,9753,2025-02-12 00:00:00,372
3000,2328,2025-10-30 00:00:00,857
3001,2045,2026-01-01 00:00:00,423
3002,4983,2025-12-24 00:00:00,907
3003,3492,2025-08-09 00:00:00,1024
3004,6056,2025-05-20 00:00:00,578
3005,2925,2025-05-14 00:00:00,152
3006,7412,2025-07-26 00:00:00,1088
3007,6456,2025-08-10 00:00:00,833
3008,4953,2025-02-12 00:00:00,340
3009,6583,2025-10-17 00:00:00,574
3010,1183,2025-02-28 00:00:00,951
3011,8196,2025-09-28 00:00:00,415
3012,8228,2025-05-16 00:00:00,350
3013,7388,2026-01-04 00:00:00,251
3014,1752,2026-02-15 00:00:00,469
3015,495,2025-09-03 00:00:00,791
3016,2861,2025-12-23 00:00:00,344
3017,5250,2025-11-11 00:00:00,422
3018,6996,2025-03-14 00:00:00,805
3019,2805,2025-09-11 00:00:00,934
3020,3013,2025-01-18 00:00:00,738
3021,2413,2025-07-30 00:00:00,179
3022,2951,2026-03-18 00:00:00,370
3023,5371,2026-02-04 00:00:00,601
3024,867,2025-07-06 00:00:00,718
3025,3418,2025-05-22 00:00:00,901
3026,6994,2026-03-02 00:00:00,281
3027,2738,2025-03-04 00:00:00,395
3028,2061,2025-01-08 00:00:00,264
3029,5131,2026-01-07 00:00:00,1044
3030,360,2025-09-15 00:00:00,127
3031,4174,2025-01-03 00:00:00,1075
3032,739,2026-02-17 00:00:00,354
3033,6545,2025-12-24 00:00:00,783
3034,3702,2025-08-21 00:00:00,1089
3035,5628,2025-07-22 00:00:00,172
3036,2168,2025-06-14 00:00:00,156
3037,4699,2025-01-27 00:00:00,150
3038,1601,2025-02-23 00:00:00,476
3039,8579,2025-06-23 00:00:00,628
3040,4232,2025-05-17 00:00:00,279
3041,5157,2025-03-08 00:00:00,1013
3042,3158,2025-06-14 00:00:00,347
3043,3543,2025-10-24 00:00:00,825
3044,8249,2025-05-27 00:00:00,309
3045,3487,2025-06-19 00:00:00,362
3046,1871,2025-06-05 00:00:00,502
3047,6153,2026-01-11 00:00:00,910
3048,728,2025-03-20 00:00:00,356
3049,9877,2025-05-23 00:00:00,981
3050,1923,2025-07-27 00:00:00,255
3051,2131,2026-03-14 00:00:00,124
3052,2390,2025-03-19 00:00:00,788
3053,6733,2025-12-16 00:00:00,982
3054,4842,2026-02-12 00:00:00,699
3055,1847,2025-08-25 00:00:00,642
3056,6770,2025-02-25 00:00:00,914
3057,32,2025-12-07 00:00:00,600
3058,3137,2025-11-09 00:00:00,448
3059,3288,2025-12-16 00:00:00,577
3060,5213,2026-03-22 00:00:00,852
3061,6402,2026-03-15 00:00:00,1007
3062,2789,2025-10-10 00:00:00,758
3063,8624,2025-04-07 00:00:00,979
3064,6371,2025-07-29 00:00:00,455
3065,6793,2025-11-02 00:00:00,389
3066,5693,2026-01-18 00:00:00,948
3067,8434,2025-06-24 00:00:00,185
3068,2409,2025-06-02 00:00:00,1014
3069,6446,2025-01-01 00:00:00,871
3070,1717,2025-02-13 00:00:00,359
3071,7663,2025-04-01 00:00:00,479
3072,7582,2025-06-24 00:00:00,585
3073,2758,2025-06-25 00:00:00,112
3074,8771,2026-01-10 00:00:00,816
3075,1553,2025-04-04 00:00:00,565
3076,2875,2025-10-28 00:00:00,712
3077,3171,2026-03-31 00:00:00,1071
3078,6221,2026-03-10 00:00:00,750
3079,3194,2025-07-23 00:00:00,603
3080,3823,2026-01-23 00:00:00,523
3081,5702,2025-05-15 00:00:00,693
3082,6972,2025-04-22 00:00:00,845
3083,2060,2025-12-23 00:00:00,532
3084,6109,2025-09-07 00:00:00,795
3085,6087,2025-03-25 00:00:00,899
3086,8183,2025-05-16 00:00:00,206
3087,461,2026-01-05 00:00:00,786
3088,5078,2025-11-24 00:00:00,922
3089,8241,2026-02-15 00:00:00,391
3090,8614,2025-11-04 00:00:00,1054
3091,6942,2025-10-17 00:00:00,579
3092,3469,2025-11-06 00:00:00,493
3093,5171,2025-08-11 00:00:00,183
3094,1230,2025-03-25 00:00:00,664
3095,4551,2025-09-22 00:00:00,808
3096,2547,2025-01-13 00:00:00,283
3097,2540,2026-02-24 00:00:00,991
3098,3282,2025-02-15 00:00:00,854
3099,5334,2025-11-09 00:00:00,585
3100,9266,2025-02-08 00:00:00,217
3101,8236,2026-02-03 00:00:00,1043
3102,9821,2025-10-15 00:00:00,856
3103,9222,2026-01-01 00:00:00,1083
3104,6913,2026-01-18 00:00:00,198
3105,7331,2025-01-27 00:00:00,986
3106,333,2026-03-17 00:00:00,591
3107,8968,2025-07-03 00:00:00,359
3108,1474,2026-02-09 00:00:00,1004
3109,295,2025-08-09 00:00:00,323
3110,9504,2026-03-04 00:00:00,956
3111,3329,2025-05-16 00:00:00,897
3112,1880,2026-02-21 00:00:00,266
3113,1048,2025-08-27 00:00:00,737
3114,8752,2026-01-15 00:00:00,833
3115,9303,2025-10-26 00:00:00,703
3116,5827,2026-03-04 00:00:00,537
3117,4450,2026-01-30 00:00:00,391
3118,5170,2025-05-14 00:00:00,1030
3119,911,2026-03-11 00:00:00,879
3120,7010,2026-02-19 00:00:00,373
3121,1963,2026-01-07 00:00:00,597
3122,1543,2025-09-12 00:00:00,299
3123,479,2026-02-23 00:00:00,396
3124,5680,2025-08-26 00:00:00,377
3125,3606,2026-03-14 00:00:00,150
3126,5313,2025-06-23 00:00:00,587
3127,6060,2025-12-21 00:00:00,225
3128,8819,2025-08-27 00:00:00,1099
